-5.000000 0.038462
-4.990000 0.038602
-4.980000 0.038726
-4.969999 0.038836
-4.959999 0.038931
-4.949999 0.039011
-4.939999 0.039076
-4.929998 0.039127
-4.919998 0.039164
-4.909998 0.039187
-4.899998 0.039196
-4.889997 0.039192
-4.879997 0.039174
-4.869997 0.039144
-4.859997 0.039100
-4.849997 0.039044
-4.839996 0.038976
-4.829996 0.038895
-4.819996 0.038803
-4.809996 0.038698
-4.799995 0.038582
-4.789995 0.038454
-4.779995 0.038316
-4.769995 0.038166
-4.759995 0.038006
-4.749994 0.037835
-4.739994 0.037654
-4.729994 0.037463
-4.719994 0.037261
-4.709993 0.037051
-4.699993 0.036830
-4.689993 0.036601
-4.679993 0.036362
-4.669992 0.036114
-4.659992 0.035858
-4.649992 0.035594
-4.639992 0.035321
-4.629992 0.035040
-4.619991 0.034752
-4.609991 0.034456
-4.599991 0.034152
-4.589991 0.033841
-4.579990 0.033524
-4.569990 0.033200
-4.559990 0.032869
-4.549990 0.032532
-4.539989 0.032188
-4.529989 0.031839
-4.519989 0.031485
-4.509989 0.031124
-4.499989 0.030759
-4.489988 0.030388
-4.479988 0.030013
-4.469988 0.029633
-4.459988 0.029249
-4.449987 0.028860
-4.439987 0.028467
-4.429987 0.028071
-4.419987 0.027671
-4.409986 0.027268
-4.399986 0.026862
-4.389986 0.026452
-4.379986 0.026040
-4.369986 0.025626
-4.359985 0.025209
-4.349985 0.024790
-4.339985 0.024369
-4.329985 0.023947
-4.319984 0.023523
-4.309984 0.023098
-4.299984 0.022671
-4.289984 0.022244
-4.279984 0.021817
-4.269983 0.021389
-4.259983 0.020961
-4.249983 0.020533
-4.239983 0.020105
-4.229982 0.019677
-4.219982 0.019251
-4.209982 0.018825
-4.199982 0.018400
-4.189981 0.017976
-4.179981 0.017554
-4.169981 0.017134
-4.159981 0.016716
-4.149981 0.016299
-4.139980 0.015885
-4.129980 0.015474
-4.119980 0.015066
-4.109980 0.014660
-4.099979 0.014258
-4.089979 0.013859
-4.079979 0.013463
-4.069979 0.013072
-4.059978 0.012685
-4.049978 0.012301
-4.039978 0.011923
-4.029978 0.011549
-4.019978 0.011179
-4.009977 0.010815
-3.999977 0.010456
-3.989977 0.010103
-3.979977 0.009756
-3.969977 0.009414
-3.959977 0.009079
-3.949977 0.008750
-3.939977 0.008427
-3.929977 0.008112
-3.919977 0.007803
-3.909977 0.007501
-3.899977 0.007207
-3.889977 0.006921
-3.879977 0.006642
-3.869977 0.006372
-3.859977 0.006109
-3.849977 0.005856
-3.839978 0.005611
-3.829978 0.005374
-3.819978 0.005147
-3.809978 0.004930
-3.799978 0.004721
-3.789978 0.004523
-3.779978 0.004334
-3.769978 0.004156
-3.759978 0.003988
-3.749978 0.003830
-3.739978 0.003684
-3.729978 0.003548
-3.719978 0.003424
-3.709978 0.003311
-3.699978 0.003210
-3.689978 0.003120
-3.679978 0.003043
-3.669978 0.002978
-3.659978 0.002925
-3.649978 0.002885
-3.639978 0.002858
-3.629978 0.002844
-3.619978 0.002844
-3.609978 0.002857
-3.599978 0.002883
-3.589978 0.002924
-3.579978 0.002979
-3.569978 0.003048
-3.559978 0.003132
-3.549978 0.003231
-3.539978 0.003345
-3.529978 0.003474
-3.519978 0.003618
-3.509978 0.003778
-3.499978 0.003954
-3.489978 0.004146
-3.479978 0.004354
-3.469978 0.004579
-3.459978 0.004820
-3.449978 0.005079
-3.439978 0.005354
-3.429978 0.005647
-3.419978 0.005958
-3.409978 0.006286
-3.399978 0.006632
-3.389978 0.006997
-3.379978 0.007379
-3.369978 0.007781
-3.359978 0.008201
-3.349978 0.008640
-3.339978 0.009099
-3.329978 0.009577
-3.319978 0.010075
-3.309978 0.010592
-3.299978 0.011130
-3.289978 0.011688
-3.279978 0.012266
-3.269978 0.012865
-3.259978 0.013485
-3.249978 0.014127
-3.239978 0.014789
-3.229978 0.015473
-3.219978 0.016179
-3.209978 0.016907
-3.199978 0.017657
-3.189978 0.018430
-3.179978 0.019225
-3.169978 0.020043
-3.159978 0.020884
-3.149978 0.021749
-3.139978 0.022636
-3.129978 0.023548
-3.119978 0.024483
-3.109978 0.025443
-3.099978 0.026426
-3.089978 0.027435
-3.079978 0.028468
-3.069978 0.029526
-3.059978 0.030609
-3.049978 0.031718
-3.039978 0.032852
-3.029978 0.034012
-3.019978 0.035197
-3.009978 0.036410
-2.999978 0.037648
-2.989978 0.038913
-2.979978 0.040205
-2.969978 0.041525
-2.959978 0.042871
-2.949978 0.044245
-2.939978 0.045646
-2.929978 0.047076
-2.919978 0.048533
-2.909978 0.050019
-2.899978 0.051534
-2.889978 0.053077
-2.879978 0.054649
-2.869978 0.056250
-2.859978 0.057881
-2.849978 0.059541
-2.839978 0.061231
-2.829978 0.062952
-2.819978 0.064702
-2.809978 0.066483
-2.799978 0.068294
-2.789979 0.070136
-2.779979 0.072010
-2.769979 0.073914
-2.759979 0.075851
-2.749979 0.077818
-2.739979 0.079818
-2.729979 0.081850
-2.719979 0.083914
-2.709979 0.086011
-2.699979 0.088141
-2.689979 0.090303
-2.679979 0.092499
-2.669979 0.094728
-2.659979 0.096991
-2.649979 0.099287
-2.639979 0.101618
-2.629979 0.103983
-2.619979 0.106382
-2.609979 0.108816
-2.599979 0.111285
-2.589979 0.113789
-2.579979 0.116328
-2.569979 0.118902
-2.559979 0.121513
-2.549979 0.124159
-2.539979 0.126842
-2.529979 0.129560
-2.519979 0.132316
-2.509979 0.135108
-2.499979 0.137937
-2.489979 0.140803
-2.479979 0.143706
-2.469979 0.146646
-2.459979 0.149621
-2.449979 0.152632
-2.439979 0.155679
-2.429979 0.158760
-2.419979 0.161876
-2.409979 0.165026
-2.399979 0.168209
-2.389979 0.171426
-2.379979 0.174676
-2.369979 0.177958
-2.359979 0.181272
-2.349979 0.184619
-2.339979 0.187996
-2.329979 0.191405
-2.319979 0.194844
-2.309979 0.198313
-2.299979 0.201812
-2.289979 0.205341
-2.279979 0.208898
-2.269979 0.212484
-2.259979 0.216099
-2.249979 0.219741
-2.239979 0.223411
-2.229979 0.227108
-2.219979 0.230831
-2.209979 0.234581
-2.199979 0.238357
-2.189979 0.242159
-2.179979 0.245985
-2.169979 0.249836
-2.159979 0.253712
-2.149979 0.257612
-2.139979 0.261535
-2.129979 0.265481
-2.119979 0.269450
-2.109979 0.273442
-2.099979 0.277456
-2.089979 0.281491
-2.079979 0.285548
-2.069979 0.289625
-2.059979 0.293723
-2.049979 0.297841
-2.039979 0.301979
-2.029979 0.306136
-2.019979 0.310312
-2.009979 0.314507
-1.999979 0.318719
-1.989979 0.322950
-1.979979 0.327197
-1.969979 0.331462
-1.959979 0.335744
-1.949979 0.340041
-1.939979 0.344355
-1.929979 0.348683
-1.919979 0.353027
-1.909979 0.357386
-1.899979 0.361759
-1.889979 0.366145
-1.879979 0.370545
-1.869979 0.374959
-1.859979 0.379385
-1.849979 0.383823
-1.839979 0.388273
-1.829979 0.392735
