
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"

# Contour 0, label:      0.8
 7.57576  7.26605  0.8 
 7.57024  7.26908  0.8 
 7.44682  7.3494  0.8 
 7.37374  7.40894  0.8 
 7.35722  7.42972  0.8 
 7.30603  7.51004  0.8 
 7.26746  7.59036  0.8 
 7.2401  7.67068  0.8 
 7.22301  7.751  0.8 
 7.21561  7.83133  0.8 
 7.21766  7.91165  0.8 
 7.22924  7.99197  0.8 
 7.25072  8.07229  0.8 
 7.28282  8.15261  0.8 
 7.32669  8.23293  0.8 
 7.37374  8.29934  0.8 
 7.38889  8.31325  0.8 
 7.49714  8.39357  0.8 
 7.57576  8.44091  0.8 
 7.69703  8.4739  0.8 
 7.77778  8.49282  0.8 
 7.9798  8.48622  0.8 
 8.02081  8.4739  0.8 
 8.18182  8.41715  0.8 
 8.21615  8.39357  0.8 
 8.31252  8.31325  0.8 
 8.38384  8.23766  0.8 
 8.38688  8.23293  0.8 
 8.42771  8.15261  0.8 
 8.45759  8.07229  0.8 
 8.47759  7.99197  0.8 
 8.48836  7.91165  0.8 
 8.49027  7.83133  0.8 
 8.48339  7.751  0.8 
 8.46748  7.67068  0.8 
 8.44201  7.59036  0.8 
 8.4061  7.51004  0.8 
 8.38384  7.47186  0.8 
 8.34783  7.42972  0.8 
 8.26095  7.3494  0.8 
 8.18182  7.29077  0.8 
 8.12497  7.26908  0.8 
 7.9798  7.22225  0.8 
 7.77778  7.21534  0.8 
 7.57576  7.26605  0.8 

 1.31313  7.25805  0.8 
 1.29178  7.26908  0.8 
 1.16162  7.3494  0.8 
 1.11111  7.38801  0.8 
 1.07651  7.42972  0.8 
 1.02366  7.51004  0.8 
 0.983838  7.59036  0.8 
 0.955589  7.67068  0.8 
 0.93794  7.751  0.8 
 0.930301  7.83133  0.8 
 0.932423  7.91165  0.8 
 0.944375  7.99197  0.8 
 0.966551  8.07229  0.8 
 0.9997  8.15261  0.8 
 1.04499  8.23293  0.8 
 1.10412  8.31325  0.8 
 1.11111  8.321  0.8 
 1.21469  8.39357  0.8 
 1.31313  8.44946  0.8 
 1.41522  8.4739  0.8 
 1.51515  8.49459  0.8 
 1.71717  8.48251  0.8 
 1.74343  8.4739  0.8 
 1.91919  8.40596  0.8 
 1.93633  8.39357  0.8 
 2.02858  8.31325  0.8 
 2.10096  8.23293  0.8 
 2.12121  8.20411  0.8 
 2.14642  8.15261  0.8 
 2.1755  8.07229  0.8 
 2.19495  7.99197  0.8 
 2.20543  7.91165  0.8 
 2.20729  7.83133  0.8 
 2.20059  7.751  0.8 
 2.18511  7.67068  0.8 
 2.16033  7.59036  0.8 
 2.12541  7.51004  0.8 
 2.12121  7.50256  0.8 
 2.06237  7.42972  0.8 
 1.97921  7.3494  0.8 
 1.91919  7.30261  0.8 
 1.83909  7.26908  0.8 
 1.71717  7.22614  0.8 
 1.51515  7.21348  0.8 
 1.31313  7.25805  0.8 

-4.94949  7.25072  0.8 
-4.9873  7.26908  0.8 
-5.12503  7.3494  0.8 
-5.15152  7.36834  0.8 
-5.20469  7.42972  0.8 
-5.25934  7.51004  0.8 
-5.30052  7.59036  0.8 
-5.32973  7.67068  0.8 
-5.34798  7.751  0.8 
-5.35354  7.80737  0.8 
-5.35532  7.83133  0.8 
-5.35365  7.91165  0.8 
-5.35354  7.91265  0.8 
-5.34133  7.99197  0.8 
-5.3184  8.07229  0.8 
-5.28412  8.15261  0.8 
-5.23728  8.23293  0.8 
-5.17614  8.31325  0.8 
-5.15152  8.3394  0.8 
-5.06887  8.39357  0.8 
-4.94949  8.45728  0.8 
-4.86927  8.4739  0.8 
-4.74747  8.49581  0.8 
-4.54545  8.47822  0.8 
-4.5333  8.4739  0.8 
-4.34343  8.39394  0.8 
-4.34296  8.39357  0.8 
-4.25446  8.31325  0.8 
-4.18503  8.23293  0.8 
-4.14141  8.16741  0.8 
-4.13445  8.15261  0.8 
-4.10614  8.07229  0.8 
-4.08719  7.99197  0.8 
-4.07698  7.91165  0.8 
-4.07517  7.83133  0.8 
-4.0817  7.751  0.8 
-4.09677  7.67068  0.8 
-4.1209  7.59036  0.8 
-4.14141  7.54145  0.8 
-4.15998  7.51004  0.8 
-4.22204  7.42972  0.8 
-4.30182  7.3494  0.8 
-4.34343  7.31532  0.8 
-4.44483  7.26908  0.8 
-4.54545  7.23064  0.8 
-4.74747  7.2122  0.8 
-4.94949  7.25072  0.8 

 4.54545  4.08901  0.8 
 4.42332  4.13655  0.8 
 4.34343  4.17375  0.8 
 4.29184  4.21687  0.8 
 4.21421  4.29719  0.8 
 4.15398  4.37751  0.8 
 4.14141  4.39946  0.8 
 4.1177  4.45783  0.8 
 4.09463  4.53815  0.8 
 4.08054  4.61847  0.8 
 4.07496  4.6988  0.8 
 4.07771  4.77912  0.8 
 4.08888  4.85944  0.8 
 4.10885  4.93976  0.8 
 4.13827  5.02008  0.8 
 4.14141  5.02657  0.8 
 4.192  5.1004  0.8 
 4.26343  5.18072  0.8 
 4.34343  5.25181  0.8 
 4.36202  5.26104  0.8 
 4.54545  5.3366  0.8 
 4.59455  5.34137  0.8 
 4.74747  5.35449  0.8 
 4.82173  5.34137  0.8 
 4.94949  5.31544  0.8 
 5.05339  5.26104  0.8 
 5.15152  5.19811  0.8 
 5.16824  5.18072  0.8 
 5.23114  5.1004  0.8 
 5.27949  5.02008  0.8 
 5.31512  4.93976  0.8 
 5.33928  4.85944  0.8 
 5.35281  4.77912  0.8 
 5.35354  4.7616  0.8 
 5.35552  4.6988  0.8 
 5.35354  4.66775  0.8 
 5.34939  4.61847  0.8 
 5.33233  4.53815  0.8 
 5.30439  4.45783  0.8 
 5.26463  4.37751  0.8 
 5.21159  4.29719  0.8 
 5.15152  4.22628  0.8 
 5.13866  4.21687  0.8 
 5.00446  4.13655  0.8 
 4.94949  4.10935  0.8 
 4.74747  4.07034  0.8 
 4.54545  4.08901  0.8 

-1.71717  4.08755  0.8 
-1.85617  4.13655  0.8 
-1.91919  4.16311  0.8 
-1.98762  4.21687  0.8 
-2.06938  4.29719  0.8 
-2.12121  4.3626  0.8 
-2.12941  4.37751  0.8 
-2.16333  4.45783  0.8 
-2.18714  4.53815  0.8 
-2.20168  4.61847  0.8 
-2.20744  4.6988  0.8 
-2.20464  4.77912  0.8 
-2.19319  4.85944  0.8 
-2.1727  4.93976  0.8 
-2.14249  5.02008  0.8 
-2.12121  5.06234  0.8 
-2.09368  5.1004  0.8 
-2.01922  5.18072  0.8 
-1.9245  5.26104  0.8 
-1.91919  5.26481  0.8 
-1.71717  5.34133  0.8 
-1.71668  5.34137  0.8 
-1.51515  5.35328  0.8 
-1.45657  5.34137  0.8 
-1.31313  5.30772  0.8 
-1.22932  5.26104  0.8 
-1.1121  5.18072  0.8 
-1.11111  5.17989  0.8 
-1.05094  5.1004  0.8 
-1.00419  5.02008  0.8 
-0.96974  4.93976  0.8 
-0.946381  4.85944  0.8 
-0.933318  4.77912  0.8 
-0.930124  4.6988  0.8 
-0.936701  4.61847  0.8 
-0.953277  4.53815  0.8 
-0.980422  4.45783  0.8 
-1.0191  4.37751  0.8 
-1.07079  4.29719  0.8 
-1.11111  4.24793  0.8 
-1.15121  4.21687  0.8 
-1.27986  4.13655  0.8 
-1.31313  4.11934  0.8 
-1.51515  4.07495  0.8 
-1.71717  4.08755  0.8 

-7.9798  4.08052  0.8 
-8.15029  4.13655  0.8 
-8.18182  4.14883  0.8 
-8.27182  4.21687  0.8 
-8.35637  4.29719  0.8 
-8.38384  4.33021  0.8 
-8.41071  4.37751  0.8 
-8.44538  4.45783  0.8 
-8.46974  4.53815  0.8 
-8.48461  4.61847  0.8 
-8.4905  4.6988  0.8 
-8.48759  4.77912  0.8 
-8.4758  4.85944  0.8 
-8.45473  4.93976  0.8 
-8.42367  5.02008  0.8 
-8.38384  5.0961  0.8 
-8.38055  5.1004  0.8 
-8.30276  5.18072  0.8 
-8.2038  5.26104  0.8 
-8.18182  5.27585  0.8 
-7.99213  5.34137  0.8 
-7.9798  5.345  0.8 
-7.77778  5.35153  0.8 
-7.73363  5.34137  0.8 
-7.57576  5.29928  0.8 
-7.51102  5.26104  0.8 
-7.39986  5.18072  0.8 
-7.37374  5.15732  0.8 
-7.33244  5.1004  0.8 
-7.28716  5.02008  0.8 
-7.25379  4.93976  0.8 
-7.23116  4.85944  0.8 
-7.21849  4.77912  0.8 
-7.21537  4.6988  0.8 
-7.22169  4.61847  0.8 
-7.23767  4.53815  0.8 
-7.26383  4.45783  0.8 
-7.30108  4.37751  0.8 
-7.35075  4.29719  0.8 
-7.37374  4.26762  0.8 
-7.43461  4.21687  0.8 
-7.55485  4.13655  0.8 
-7.57576  4.12488  0.8 
-7.77778  4.07352  0.8 
-7.9798  4.08052  0.8 

 7.57576  0.983603  0.8 
 7.53986  1.00402  0.8 
 7.42272  1.08434  0.8 
 7.37374  1.12615  0.8 
 7.34447  1.16466  0.8 
 7.29628  1.24498  0.8 
 7.26035  1.3253  0.8 
 7.23537  1.40562  0.8 
 7.2205  1.48594  0.8 
 7.21525  1.56627  0.8 
 7.21944  1.64659  0.8 
 7.2332  1.72691  0.8 
 7.257  1.80723  0.8 
 7.29164  1.88755  0.8 
 7.33837  1.96787  0.8 
