  0.000000   0.129426
  0.000732   0.290291
  0.001465  -0.077254
  0.002197  -0.389400
  0.002930   0.529815
  0.003662   0.087991
  0.004395  -0.090314
  0.005127  -0.008596
  0.005859   0.633674
  0.006592  -0.118282
  0.007324  -0.147284
  0.008057   0.030159
  0.008789   0.522962
  0.009521  -0.080482
  0.010254   0.389532
  0.010986   0.242846
  0.011719   0.028361
  0.012451   0.198159
  0.013184   0.951112
  0.013916   0.783354
  0.014648   0.279559
  0.015381   0.108619
  0.016113   0.406523
  0.016846   0.778311
  0.017578   0.203984
  0.018311   0.616450
  0.019043   0.433845
  0.019775   0.370014
  0.020508   1.022062
  0.021240   1.017603
  0.021973   0.727277
  0.022705   0.535902
  0.023438   1.146446
  0.024170   1.383465
  0.024902   0.609891
  0.025635   0.708067
  0.026367   1.229744
  0.027100   0.558229
  0.027832   0.925223
  0.028564   0.636109
  0.029297   1.286102
  0.030029   0.722593
  0.030762   1.081419
  0.031494   1.439775
  0.032227   1.255932
  0.032959   0.744177
  0.033691   1.457886
  0.034424   1.088125
  0.035156   1.385450
  0.035889   0.989838
  0.036621   1.078164
  0.037354   1.409829
  0.038086   1.294648
  0.038818   1.837666
  0.039551   1.588388
  0.040283   1.101048
  0.041016   1.446849
  0.041748   1.382130
  0.042480   1.743451
  0.043213   1.625481
  0.043945   1.178574
  0.044678   1.445667
  0.045410   1.121460
  0.046143   2.070773
  0.046875   1.346739
  0.047607   2.008791
  0.048340   1.996441
  0.049072   1.710619
  0.049805   1.649082
  0.050537   1.619778
  0.051270   1.860029
  0.052002   2.080968
  0.052734   1.341122
  0.053467   1.310176
  0.054199   1.430597
  0.054932   2.301744
  0.055664   1.384076
  0.056396   1.609946
  0.057129   2.114984
  0.057861   1.430178
  0.058594   1.926615
  0.059326   1.491042
  0.060059   1.715565
  0.060791   2.128303
  0.061523   1.882895
  0.062256   2.233271
  0.062988   1.964443
  0.063721   1.841366
  0.064453   2.475777
  0.065186   2.346390
  0.065918   2.250363
  0.066650   2.033955
  0.067383   1.799370
  0.068115   2.301492
  0.068848   1.922280
  0.069580   2.258986
  0.070312   2.336810
  0.071045   1.733178
  0.071777   2.256550
  0.072510   2.701858
  0.073242   2.538540
  0.073975   2.619387
  0.074707   1.803783
  0.075439   1.812905
  0.076172   2.446096
  0.076904   2.299656
  0.077637   2.389901
  0.078369   1.959383
  0.079102   2.596379
  0.079834   2.499074
  0.080566   2.556176
  0.081299   2.291086
  0.082031   2.518455
  0.082764   2.107917
  0.083496   1.984899
  0.084229   2.818896
  0.084961   2.825707
  0.085693   1.942322
  0.086426   2.155753
  0.087158   2.204669
  0.087891   2.882525
  0.088623   2.789053
  0.089355   2.646880
  0.090088   2.639555
  0.090820   2.678393
  0.091553   2.234992
  0.092285   2.459482
  0.093018   2.585083
  0.093750   2.341985
  0.094482   2.036272
  0.095215   2.009862
  0.095947   2.886365
  0.096680   2.652572
  0.097412   2.331137
  0.098145   2.652941
  0.098877   2.521502
  0.099609   2.366259
  0.100342   2.757067
  0.101074   2.250860
  0.101807   2.206144
  0.102539   2.053429
  0.103271   2.337369
  0.104004   2.058312
  0.104736   2.051435
  0.105469   2.129285
  0.106201   2.752379
  0.106934   2.827428
  0.107666   2.418535
  0.108398   2.896884
  0.109131   2.740388
  0.109863   2.225788
  0.110596   2.488050
  0.111328   2.921840
  0.112061   2.622590
  0.112793   2.529571
  0.113525   2.954575
  0.114258   2.137197
  0.114990   2.949833
  0.115723   2.732932
  0.116455   2.373125
  0.117188   2.476391
  0.117920   2.700206
  0.118652   2.213177
  0.119385   2.790658
  0.120117   2.744757
  0.120850   2.691882
  0.121582   2.543336
  0.122314   2.563180
  0.123047   2.782480
  0.123779   2.292522
  0.124512   2.339301
  0.125244   2.307299
  0.125977   2.178735
  0.126709   2.048086
  0.127441   2.767583
  0.128174   2.777793
  0.128906   2.623382
  0.129639   2.499780
  0.130371   1.953073
  0.131104   2.014070
  0.131836   2.456477
  0.132568   1.943167
  0.133301   2.314922
  0.134033   2.577031
  0.134766   2.589342
  0.135498   2.770806
  0.136230   2.411519
  0.136963   2.078927
  0.137695   1.840956
  0.138428   2.279095
  0.139160   2.449564
  0.139893   2.176675
  0.140625   2.639843
  0.141357   2.249066
  0.142090   1.775966
